"cell_id"	"var0"	"var1"	"var2"	"var3"	"var4"	"var5"	"var6"	"var7"	"var8"	"var9"
"c1"	1	1	2	0	1	0	2	0	0	0
"c2"	1	1	0	0	0	0	1	0	3	0
"c3"	3	0	0	0	0	1	0	0	2	3
"c4"	2	0	3	0	3	0	0	1	0	3
"c5"	0	0	0	1	0	2	0	0	0	3
"c6"	1	0	1	0	0	0	0	0	0	0
"c7"	2	0	3	1	0	3	0	0	0	3
"c8"	1	0	0	1	0	2	0	0	0	0
"c9"	1	0	0	2	1	1	0	0	2	0
"c10"	1	0	1	0	0	0	0	0	0	0
"c11"	1	0	3	1	0	2	0	0	0	0
"c12"	1	1	0	0	0	1	1	0	0	0
"c13"	2	0	0	0	1	1	0	0	2	3
"c14"	1	1	0	0	0	0	1	0	0	0
"c15"	1	0	0	2	0	2	0	3	0	0
"c16"	1	0	0	1	0	3	0	0	0	0
"c17"	1	0	0	2	0	2	0	0	0	3
"c18"	1	0	0	0	1	1	0	0	1	0
"c19"	2	1	1	0	3	0	1	0	0	3
"c20"	1	0	0	1	0	2	0	0	0	0
"c21"	1	0	0	0	0	1	0	0	1	0
"c22"	1	0	0	1	0	2	0	0	0	0
"c23"	1	2	2	0	0	0	1	0	0	0
"c24"	1	0	0	1	0	2	0	0	0	0
"c25"	0	0	0	0	0	1	0	0	0	0
"c26"	1	0	0	0	1	1	0	0	0	0
"c27"	1	0	0	0	0	0	0	0	0	0
"c28"	1	2	1	0	0	0	2	0	0	3
"c29"	1	1	1	0	0	0	1	0	0	0
"c30"	1	0	0	0	1	0	0	3	1	0
"c31"	1	0	1	0	0	0	0	0	0	0
"c32"	1	0	0	0	0	2	0	0	2	3
"c33"	2	1	0	3	0	0	1	0	0	0
"c34"	3	0	0	1	0	2	0	0	0	0
"c35"	2	0	3	0	0	0	3	0	0	3
"c36"	1	0	0	0	1	0	0	0	1	0
"c37"	3	0	3	1	0	2	0	0	0	0
"c38"	1	0	0	1	3	2	3	0	0	3
"c39"	1	0	0	0	1	2	0	0	1	3
"c40"	1	0	2	0	0	0	3	0	0	0
"c41"	0	1	1	0	0	1	0	0	0	0
"c42"	1	0	0	0	0	0	0	0	0	0
"c43"	1	2	2	0	0	0	2	0	0	0
"c44"	1	0	0	3	0	1	0	0	0	0
"c45"	1	0	1	0	0	1	0	0	0	0
"c46"	1	0	0	1	0	1	0	0	0	0
"c47"	1	0	0	2	0	2	0	0	0	0
"c48"	0	0	2	0	0	0	0	0	0	0
"c49"	0	0	0	0	0	1	0	0	0	3
"c50"	2	0	0	1	0	2	0	0	0	3
"c51"	1	0	2	0	1	0	1	0	1	0
